"writerid";"name"
194406;"Koper, Peter"
194467;"Koppelman, Brian"
194569;"Korda, Alexander (I)"
194571;"Korda, Michael (I)"
194612;"Koren, Steve"
194671;"Korine, Harmony"
194719;"Korn, David M."
194766;"Kornfield, Randy"
194976;"Kosar, Scott (I)"
195031;"Kosinski, Jerzy"
195104;"Koslow, Ron"
195319;"Kotcheff, Ted"
195451;"Kotzwinkle, William"
195472;"Kouf, Jim (I)"
195638;"Kovacevic, Dusan (I)"
195997;"Kozoll, Michael"
196063;"Krafft, John W."
196115;"Kragh-Jacobsen, Søren"
196383;"Krasna, Norman"
196679;"Kreihsl, Michael"
196812;"Kress, Earl"
196819;"Kressing, Harry"
196940;"Krieger, Stu"
196944;"Kriegman, Mitchell"
196950;"Kriel, Helena"
196970;"Krikes, Peter"
197229;"Krizan, Kim"
197425;"Kroopf, Sandy"
197440;"Kroschel, Steve"
197511;"Krueger, Lisa (I)"
197536;"Kruger, Ehren"
197545;"Kruger, Mark (I)"
198001;"Kubrick, Stanley (I)"
198139;"Kuenstle, Charles"
198159;"Kufus, Thomas"
198221;"Kuhn, Robert (I)"
198317;"Kuklowsky, Val"
198644;"Kumble, Roger"
198711;"Kundera, Milan"
199025;"Kureishi, Hanif"
199098;"Kurkov, Andrei"
199111;"Kurlander, Carl"
199122;"Kurnitz, Harry"
199172;"Kurosawa, Akira"
199180;"Kurosawa, Todd"
199262;"Kurtzman, Andrew"
199266;"Kurtzman, Robert"
199298;"Kurz, Ron (I)"
199325;"Kusama, Karyn"
199416;"Kusturica, Emir"
199643;"Kvirikadze, Irakli"
199725;"Kwiatkowski, Tadeusz"
199733;"Kwietniowski, Richard"
200006;"Kästner, Erich"
200130;"König, Ralf (I)"
200298;"L'Ecuyer, John"
200306;"L'Herbier, Marcel"
200336;"La Barthe, Henri"
200340;"La Bern, Arthur"
200347;"La Bruce, Bruce"
200354;"La Cava, Gregory"
200376;"La Frenais, Ian"
200466;"La Villa, Marco"
200467;"La Villa, Mauro"
200685;"Labro, Philippe"
200709;"LaBute, Neil"
200870;"Laclos, Choderlos de"
200897;"Lacour, José-André"
201053;"Lady, Steph"
201064;"Laemmle, Ernst"
201126;"Lafia, John"
201330;"Lagrange, Véronique"
201333;"LaGravenese, Richard"
201422;"Lahr, Bert"
201425;"Lahr, John"
201607;"Laird, Peter (II)"
201659;"Lake, Don"
201830;"Laloux, René"
201957;"LaManna, Ross"
202365;"LaMotta, Jake"
202444;"Lamprell, Mark"
202465;"Lamy, Benoît"
202504;"Lancaster, Bill (I)"
202630;"Landau, Richard H."
202751;"Landis, John (I)"
202792;"Landon, Christopher (II)"
202797;"Landon, Margaret"
202803;"Landon, Ted (I)"
203082;"Lang, Christa"
203102;"Lang, Fritz (I)"
203113;"Lang, Jennings"
203271;"Langelaan, George"
203278;"Langen, Todd W."
203406;"Langley, Noel (I)"
203433;"Langmann, Arlette"
203517;"Lanier, Kate"
203912;"Lapworth, Charles"
204006;"Lardner Jr., Ring"
204100;"Larkin, Christopher (I)"
204144;"Larner, Jeremy (I)"
204235;"Larreta, Antonio"
204363;"Larsen, Shana"
204560;"Lasdun, James"
204611;"Lasker, Alex"
204614;"Lasker, Lawrence"
204639;"Lasky Jr., Jesse"
204640;"Lasky, Gil"
204703;"Lasseter, John"
204749;"Laszlo, Aladar"
204759;"Latallo, Marcin"
204777;"Latham, Aaron"
204912;"Latter, Greg"
205055;"Laudadio, Felice"
205150;"Launder, Frank"
205153;"Launer, Dale (I)"
205182;"Laurant, Guillaume"
205196;"Laurel, Stan"
205207;"Lauren, S.K."
205263;"Laurents, Arthur"
205502;"Laverty, Paul"
205550;"Lavin, Julianna"
205555;"LaVine, Kirk"
205601;"LaVoo, George"
205637;"Law, Chris (I)"
205644;"Law, Dennis K."
205656;"Law, Jeremy"
205678;"Law, Ron"
205753;"Lawrence, Anthony (II)"
205759;"Lawrence, Bert (I)"
205824;"Lawrence, Jerome"
205858;"Lawrence, Marc (II)"
205864;"Lawrence, Martin (I)"
205917;"Lawrence, T.E."
206004;"Lawson, John Howard"
206046;"Lawton, J.F."
206254;"Lazarus, Tom (I)"
206262;"LaZebnik, Philip"
206412;"Le Clezio, Jean-Marie G."
206432;"Le Fanu, Sheridan"
206477;"Le Henry, Alain"
206503;"Le May, Alan"
206516;"Le Moine, Yvan"
206698;"Leach, Sheryl"
206797;"Lean, David (I)"
206800;"Lean, Rod"
206845;"Leary, Denis (I)"
206866;"Leasor, James"
206897;"Leavitt, Charles (I)"
207052;"LeBow, Fredric"
207111;"Lecesne, James"
207193;"Leclere, Eric"
207195;"Leclere, Margaret"
207294;"Lederer, Charles"
207299;"Lederer, Richard (I)"
207393;"Lee III, M. David"
207441;"Lee, Ang"
207562;"Lee, Cinqué"
207615;"Lee, Dennis (I)"
207726;"Lee, Gypsy Rose"
207755;"Lee, Harper"
207942;"Lee, Joie"
208074;"Lee, Malcolm D."
208093;"Lee, Mark (III)"
208169;"Lee, Norman (I)"
208213;"Lee, Ricardo"
208225;"Lee, Robert E. (II)"
208233;"Lee, Robert N. (I)"
208351;"Lee, Spike"
208364;"Lee, Suh-Goon"
208599;"Lees, Robert (I)"
208614;"Leeson, Michael"
208673;"Leff, Adam"
208700;"Lefler, Doug"
208860;"Leguizamo, John"
208894;"Lehman, Ernest"
208896;"Lehman, Gladys"
209071;"Lei, Bik-Wa"
209122;"Leichtling, Jerry"
209136;"Leifer, Neil"
209176;"Leigh, Mike (I)"
209184;"Leigh, Rowland"
209198;"Leight, Warren (I)"
209219;"Leighton, Ralph"
209241;"Leikin, Vyacheslav"
209252;"Leimbach, Marti"
209336;"Leitch, Christopher"
209447;"Leker, Larry"
209473;"Leland, David (I)"
209498;"Lelouch, Claude"
209507;"Lem, Stanislaw"
209581;"Lembeck, Ann"
209651;"Lemkin, Jonathan"
209673;"Lemmons, Kasi"
209773;"Lence, Robert"
209821;"Lengyel, Melchior"
209859;"Lenkov, Peter M."
209865;"Lennart, Isobel"
209883;"Lennon, Gary"
210037;"Lenzi, Umberto"
210109;"Leonard, Brett (I)"
210123;"Leonard, Elmore"
210130;"Leonard, Hugh"
210246;"Leone, Sergio (I)"
210310;"Leonowens, Anna"
210365;"Lepage, Robert"
210519;"Lerner, Alan Jay"
210530;"Lerner, Eric (I)"
210553;"Lerner, Murray (I)"
210582;"Leroux, Gaston"
210814;"Lesser, Elana"
211002;"Lettich, Sheldon"
211014;"Letts, Billie"
211163;"Levangie, Gigi"
211169;"Levant, Brian"
211193;"Leven, Jeremy"
211218;"Levenson, Dode B."
211248;"Levering, Frank"
211325;"Levien, David"
211327;"Levien, Sonya"
211368;"Levin, Ira"
211381;"Levin, Larry (I)"
211384;"Levin, Marc"
211386;"Levin, Mark (I)"
211474;"Levine, Ken (I)"
211536;"Levinson, Barry (I)"
211549;"Levinson, Larry"
211557;"Levinson, Richard (I)"
211619;"Levitt, Steve (III)"
211671;"Levy, Benn W."
211713;"Levy, Eugene"
211737;"Levy, Jefery"
211809;"Levy, Robert L. (I)"
211817;"Levy, Shuki"
211820;"Levy, Stephen (III)"
211884;"Lewin, Albert"
211944;"Lewis, Andy (I)"
212015;"Lewis, David E. (II)"
212074;"Lewis, Herschell Gordon"
212096;"Lewis, Janet"
212115;"Lewis, Jerry (I)"
212120;"Lewis, Jim (II)"
212178;"Lewis, Leopold"
212210;"Lewis, Matthew (II)"
212316;"Lewis, Sinclair"
212328;"Lewis, Ted (III)"
212344;"Lewis, Warren (I)"
212371;"Lewnes, Pericles"
212379;"Lewton, Val"
212482;"Leñero, Vicente"
212489;"León García, Maryse (I)"
212533;"Lhermitte, Thierry"
212573;"Li, Chi-tat"
212672;"Li, Pik Wah"
212821;"Liapis, Peter"
213057;"Lidz, Franz"
213124;"Lieberman, Jeff (I)"
213180;"Liebmann, Robert"
213381;"Lighton, Louis D."
213441;"Lik, Val"
213476;"Lilien, Topper"
213722;"Lima, Kevin"
213944;"Linaker, Kay"
214010;"Lind, Hera"
214136;"Linden, Margaret (II)"
214334;"Lindsay, Howard (I)"
214341;"Lindsay, Joan"
214356;"Lindsay, Philip (I)"
214388;"Lindsey, Hal"
214400;"Lindsey, Robert (I)"
214464;"Linehan, Graham"
214565;"Link, William"
214582;"Linklater, Richard"
214659;"Linstead, Hilary"
214660;"Linstrum, Catherine"
214701;"Lintz, Gertrude Davies"
214761;"Liotti, Ken"
214863;"Lipper, Ken"
214932;"Lipsius, Danny"
214939;"Lipsky, Eleazar"
215015;"Lisberger, Steven"
215037;"Lishman, Bill"
215234;"Little, Eddie (II)"
215319;"Litvack, Andrew"
215343;"Litwak, Ezra"
215396;"Liu, Fendou"
215400;"Liu, Gu"
215598;"Livingston, Elizabeth (I)"
215600;"Livingston, Harold"
215814;"Llewellyn, Richard (I)"
215826;"Llinás, Julio"
216012;"Llurba, Josep"
216015;"Llwyd, Alan"
216046;"Lo, Chi Muoi"
216083;"Lo, Susanna"
216235;"LoCash, Robert"
216452;"Loeb, Jeph"
216456;"Loeb, Lee"
216552;"Lofting, Hugh"
216581;"Logan, Bob (I)"
216590;"Logan, David (I)"
216605;"Logan, John (I)"
216607;"Logan, Joshua (I)"
216612;"Logan, Michael (III)"
216661;"Logothetis, Dimitri"
216999;"Loncraine, Richard"
217053;"Lonergan, Kenneth"
217120;"Long, James (I)"
217138;"Long, John (III)"
217239;"Longin, Sheryl"
217255;"Longo, Andrej"
217369;"Loomer, Lisa"
217392;"Loos, Anita"
217773;"Lord, Peter (I)"
217788;"Lord, Walter"
217869;"Lorenz, Carsten H.W."
217949;"Lorey, Dean"
217966;"Loriga, Ray"
217979;"Loring, Hope"
218215;"Loucka, David"
218246;"Loughery, David"
218510;"Lovecraft, H.P."
218553;"Lovell, Jim (I)"
218600;"Lovett, Josephine"
218679;"Lowe Jr., Edward T."
218724;"Lowe, Ken (III)"
218805;"Lowery, Andrew"
219071;"Lu, Wei (I)"
219141;"Lubitsch, Ernst"
219226;"Lucas, Craig (I)"
219239;"Lucas, George (I)"
219332;"Lucchetti, Leandro"
219351;"Luce, Clare Boothe"
219485;"Lucker, Michael"
219518;"Lucky, Fred"
219622;"Ludwig, William (I)"
219641;"Luedtke, Kurt"
219655;"Luescher, Christina"
219722;"Luhrmann, Baz"
219811;"LuKanic, Steve"
219953;"Lumet, Sidney"
219988;"Luna, Bigas"
220102;"Lund, Zoë"
220154;"Lundholm, Lars Bill"
220345;"Lupino, Ida"
220419;"Lurie, Rod"
220445;"Lusher, Tamara"
220501;"Lustig, Dana"
220586;"Lutz, George (II)"
220589;"Lutz, John (IV)"
220596;"Lutz, Kathy"
220917;"Lynch, David (I)"
220936;"Lynch, Jennifer Chambers (I)"
221008;"Lynch, Vernon"
221017;"Lyndon, Barré"
221077;"Lynn, Jonathan (I)"
221202;"Lyons, James (I)"
221216;"Lyons, Kely"
221337;"László, Miklós (I)"
221458;"Lévy, Raoul"
221983;"Ma, Fibe"
221995;"Ma, Joe"
222076;"Maas, Peter"
222084;"Maass, John (I)"
222142;"Mac, Bernie"
222161;"MacAdam, Elise"
222187;"MacAnna, Ferdia"
222208;"MacArthur, Charles"
222256;"MacBird, Bonnie"
222275;"Maccari, Ruggero"
222325;"MacDonald Fraser, George"
222412;"MacDonald, John D."
222441;"MacDonald, Mike (I)"
222449;"MacDonald, Norm (I)"
222452;"MacDonald, Philip (I)"
222465;"Macdonald, Sharman"
222490;"MacDonough, Glen"
222505;"MacDougall, Ranald"
222690;"Machanska, Mike"
223018;"MacKenzie, Æneas"
223070;"MacKinnon, Billy"
223076;"MacKinnon, Gillies"
223144;"MacLean, Alistair"
223158;"MacLean, Douglas (I)"
223180;"Maclean, Norman (I)"
223254;"MacLeod, Wendy"
223270;"MacManus, Matt"
223346;"MacPhail, Angus (I)"
223353;"MacPherson, Don (I)"
223358;"Macpherson, Jeanie"
223404;"MacRury, Malcolm"
223548;"Maddin, Guy"
223551;"Maddock, Brent"
223556;"Maddow, Ben"
223808;"Madsen, David (II)"
224120;"Maggenti, Maria"
224172;"Magidson, Mark (II)"
224216;"Maglione, Margherita"
224317;"Magon, Jymn"
224383;"Maguire, Jeff"
224581;"Mahfouz, Naguib"
224591;"Mahin, John Lee"
224780;"Maibaum, Richard"
224810;"Maier, F.X."
224958;"Mainwaring, Daniel (I)"
225094;"Majewski, Lech"
225107;"Majidi, Majid"
225118;"Majolie, Bianca"
225294;"Makhmalbaf, Mohsen"
225295;"Makhmalbaf, Samira"
225309;"Maki, Rick"
225460;"Malamud, Bernard"
225483;"Malaparte, Curzio"
225740;"Malick, Terrence"
225910;"Malle, Louis"
225920;"Mallet, Lyndon"
225973;"Mallon, Jim"
226093;"Malone, Bonz"
226119;"Malone, Mark (I)"
226135;"Malone, William (I)"
226171;"Malory, Thomas"
226240;"Maltz, Albert"
226314;"Mamet, David"
226320;"Mamin, Yuri"
226483;"Manchette, Jean-Patrick"
226485;"Manchevski, Milcho"
226512;"Mancini, Don (I)"
226600;"Mandel, Babaloo"
226640;"Mandell, Corey"
226810;"Manfredi, Nino"
226902;"Mangold, James"
227040;"Mankiewicz, Herman J."
227041;"Mankiewicz, John (I)"
227042;"Mankiewicz, Joseph L."
227043;"Mankiewicz, Tom"
227052;"Mankowitz, Wolf"
227090;"Mann, Alex (IV)"
227125;"Mann, Danny (I)"
227144;"Mann, Farhad"
227153;"Mann, Heinrich"
227181;"Mann, Klaus"
227192;"Mann, Michael (I)"
227232;"Mann, Stanley (I)"
227272;"Manners, J. Hartley"
227291;"Mannheimer, Albert"
227398;"Mannix, Daniel P."
227467;"Manos, Guy"
227607;"Manson, Graeme"
227892;"Manzor, René"
227918;"Mapes, Victor"
228049;"Marasco, Robert (I)"
228132;"Marcano, Scott"
228222;"March, William"
228260;"Marchant, Tony"
228380;"Marcin, Natalie"
228440;"Marconi, David"
228532;"Marcus, Frank (I)"
228556;"Marcus, Mitch"
228812;"Margolis, Seth"
228886;"Mariage, Benoît"
228985;"Marie, Theresa"
229026;"Marin, Cheech"
229161;"Marino, Tony (II)"
229201;"Marion Jr., George"
229208;"Marion, Frances"
229254;"Marischka, Ernst"
229305;"Marjoribanks, Duncan"
229313;"Mark, Diane Mei Lin"
229341;"Markaris, Petros"
229359;"Marker, Chris"
229454;"Marko, Zekial"
229532;"Markowitz, Mitch"
229596;"Marks, Leo (I)"
229633;"Markstein, George"
229729;"Marlowe, Andrew W."
229733;"Marlowe, Christopher (I)"
229761;"Marmo, Malia Scotch"
229774;"Marmorstein, Malcolm"
229799;"Marois, Jean-Pierre"
230122;"Marriott, Michel"
230163;"Marrs, Jim"
230218;"Marsden, Joel B."
230260;"Marsh, Jesse"
230298;"Marsh, Terence"
230380;"Marshall, Garry"
230395;"Marshall, James (II)"
230397;"Marshall, James Vance"
230449;"Marshall, Neal (I)"
230477;"Marshall, S.L.A."
230513;"Marshman Jr., D.M."
230701;"Martin, Alan (III)"
230733;"Martin, Ann M."
230734;"Martin, Anne-Marie"
230749;"Martin, Bill (IV)"
230836;"Martin, Darnell"
231107;"Martin, Mardik"
231261;"Martin, Steve (I)"
231307;"Martin, Valerie (I)"
231317;"Martin, William (II)"
231324;"Martin, Yves André"
231360;"Martineau, Jacques (I)"
231638;"Martini, Derick"
231658;"Martini, Steven"
231694;"Martino, Sergio"
232135;"Martínez Sierra, Gregorio"
232425;"Marx, Frederick"
232891;"Mason, Judi Ann"
232920;"Mason, Paul (II)"
232931;"Mason, Robert (II)"
232940;"Mason, Sarah Y."
233049;"Massart, Olivier"
233153;"Masson, Laetitia"
233168;"Massot, Joe"
233214;"Masteroff, Joe"
233269;"Masterson, Whit"
233325;"Mastrosimone, William"
233401;"Mata, Fred"
233413;"Matacena, Orestes"
233592;"Mather, Berkely"
233597;"Mather, John C. (I)"
233625;"Matheson, Chris (I)"
233635;"Matheson, Richard (I)"
233761;"Mathis, June"
233784;"Mathison, Melissa"
233909;"Matos, Francisca"
234300;"Matthews, Daryl"
234342;"Matthews, Jon (IV)"
234394;"Matthews, Tom (I)"
234457;"Mattinson, Burny"
234519;"Mattson, John (I)"
234693;"Maugham, W. Somerset"
234707;"Mauldin, Nat"
234740;"Maupin, Armistead"
235163;"May, Elaine (I)"
235276;"Maybury, John"
235313;"Mayer, Edwin Justus"
235318;"Mayer, Henry 'Hy'"
235346;"Mayer, Max (I)"
235382;"Mayersberg, Paul"
235394;"Mayes, Wendell"
235458;"Maynard, Joyce"
235512;"Mayol, Jacques"
235652;"Mazin, Craig"
235666;"Mazo, Ricardo del"
235696;"Mazur, Stephen"
235710;"Mazursky, Jill (I)"
235737;"Mazzarino, Joey"
235775;"Mazzocco, Tom"
236056;"McBride, Jim (I)"
236273;"McCanlies, Tim"
236327;"McCarey, Leo"
236349;"McCarthy Jr., Francis X."
236554;"McCauley, Stephen (I)"
236559;"McCausland, James"
236567;"McCay, Winsor"
236682;"McClory, Kevin"
236836;"McConville, Bernard"
236849;"McCord, Jonas"
236874;"McCormack, Frank M."
236946;"McCormick, Pat (I)"
236947;"McCormick, Randall"
236970;"McCourt, Frank (I)"
237012;"McCoy, Horace"
237100;"McCreary, Lew (I)"
237155;"McCullah, Karen"
237158;"McCullers, Michael"
237162;"McCulley, Johnston"
237171;"McCulloch, Bruce"
237446;"McDonald, Gregory"
237479;"McDonald, Kevin (I)"
237544;"McDonell, Gordon"
237630;"McDowell, Michael (I)"
237643;"McDuffie, Matthew"
237669;"McElroy, Alan B."
237701;"McEnery, Don"
237707;"McEntee, Brian"
237721;"McEveety, Joseph L."
237728;"McEvoy, J.P."
237741;"McEwan, Ian (I)"
237812;"McFarlane, Todd"
237921;"McGee, Mark Thomas"
237949;"McGehee, Scott"
237964;"McGhee-Anderson, Kathleen"
237969;"McGibbon, Josann"
238059;"McGivern, William P."
238084;"McGlynn, Jim (I)"
238115;"McGough, Roger"
238125;"McGovern, Jimmy"
238138;"Mcgowan Johnson, Monica"
238185;"McGowan, Tom (III)"
238227;"McGrath, Douglas"
238336;"McGruther, Michael"
238358;"McGuinness, Frank"
238413;"McGuire, William Anthony"
238657;"McKay, Brian (III)"
238663;"McKay, Claude"
238680;"McKay, Jim (I)"
238719;"McKean, Michael (I)"
238770;"McKellar, Don"
238773;"McKellen, Ian"
238808;"McKenna, David (I)"
238952;"McKeown, Charles"
238981;"McKewin, Vince"
238984;"McKie, Angus"
239043;"McKinney, Josh"
239047;"McKinney, Mark (I)"
239049;"McKinney, Nick"
239354;"McLeish, John"
239467;"McLoughlin, Tom (I)"
239505;"McMahon, John (I)"
239576;"McManus, Michael (I)"
239589;"McMartin, Susan"
239637;"McMillan, Terry (I)"
239704;"McMurtry, Larry"
239747;"McNally, Terrence"
239785;"McNamara, Sean (I)"
239797;"McNamee, Eoin"
239810;"McNaughton, John"
239834;"McNeil, Allen"
239850;"McNeil, Lesley"
239869;"McNeill, Elizabeth"
239975;"McPherson, Conor"
239997;"McPherson, Scott (I)"
239999;"McPherson, Stephen (I)"
240022;"McQuarrie, Christopher"
240085;"McRobb, Will"
240193;"McWhorter, Craig"
240213;"McWorter, Kathy"
240284;"Meader, Martin"
240309;"Meadows, Shane"
240395;"Mecchi, Irene"
240419;"Meckert, Jean"
240445;"Medbury, John P."
240491;"Medem, Julio"
240539;"Medina, Benny (I)"
240634;"Medioli, Enrico"
240669;"Medoff, Mark"
240755;"Meehan, Thomas (I)"
240809;"Meerson, Steve"
240843;"Megahey, Leslie"
240854;"Megen, Ruud van"
240858;"Megginson, Robert T."
240881;"Megrue, Roi Cooper"
241123;"Meilhac, Henri"
241385;"Melbourne, Gordon"
241470;"Melford, Austin"
241471;"Melford, Frank"
241551;"Melkonian, James"
241636;"Mellon, James J."
241653;"Mellott, Greg (II)"
241661;"Melly, George"
241780;"Meltzer, Lewis"
241947;"Mendelsohn, Aaron (III)"
241953;"Mendelsohn, Eric"
241954;"Mendelsohn, Jack (I)"
241970;"Mendeluk, George"
242174;"Mendoza-Del Rosario, Mel"
242309;"Menkes, David"
242695;"Meredith, Anne (II)"
242727;"Meredyth, Bess"
242741;"Merendino, James"
242887;"Merlet, Agnès"
242954;"Merrick, Monte"
243273;"Messick, Dale"
243302;"Messina, Philip Frank"
243332;"Messner, Reinhold"
243427;"Metcalfe, Stephen (I)"
243429;"Metcalfe, Tim (I)"
243663;"Meyer Burnett, Robert"
243782;"Meyer, Kevin (I)"
243812;"Meyer, Nicholas"
243824;"Meyer, Randy"
243838;"Meyer, Russ (I)"
243868;"Meyer, Turi"
243941;"Meyers, Nancy"
243961;"Meyjes, Menno"
244153;"Michael, Greg (I)"
244220;"Michaels, Bret"
244248;"Michaels, Lorne"
244365;"Michaël, Simon"
244428;"Michelberger, Erwin"
244495;"Michener, David"
244496;"Michener, James"
244552;"Mickelberry, William"
244693;"Mieczkowski, Rondo"
244820;"Migliorini, Romano"
244827;"Mignatti, Victor"
244884;"Mihaileanu, Radu"
244949;"Mihic, Gordan"
245009;"Mikami, Otokichi"
245050;"Mikhalkov, Nikita"
245250;"Milbauer, Ron"
245386;"Milestone, Lewis"
245447;"Milicevic, Djordje"
245479;"Milius, John"
245545;"Millar, Miles"
245640;"Miller, Andrew (I)"
245652;"Miller, Arthur (I)"
245725;"Miller, Chris (III)"
245735;"Miller, Christine (I)"
245748;"Miller, Claude (I)"
245793;"Miller, David Lee (I)"
245834;"Miller, Frank (II)"
245859;"Miller, George (II)"
245884;"Miller, Harvey (I)"
245893;"Miller, Herman (I)"
246058;"Miller, Linda (II)"
246082;"Miller, Mark (I)"
246216;"Miller, Rebecca (I)"
246290;"Miller, Seton I."
246325;"Miller, Sue (IV)"
246359;"Miller, Victor (I)"
246362;"Miller, Warren (II)"
246411;"Millgate, Irvine H."
246412;"Millhauser, Bertram"
246469;"Milling, Bill"
246587;"Mills, Mark (I)"
246627;"Mills, Sherry (I)"
246684;"Milne, A.A."
246696;"Milne, Paula"
246811;"Milton, David Scott"
246841;"Milushev, Boyan"
246882;"Mimura, Wataru"
246923;"Minahan, Daniel"
247030;"Miner, Michael (I)"
247069;"Minghella, Anthony"
247176;"Minoff, Lee"
247207;"Minot, Susan"
247265;"Mintz, Jack (I)"
247279;"Mintz, Sam (I)"
247538;"Mirman, Brad"
247686;"Misharin, Aleksandr"
247692;"Mishima, Yukio"
247900;"Mitchard, Jacquelyn"
248067;"Mitchell, Jim (VI)"
248083;"Mitchell, Joseph (I)"
248084;"Mitchell, Joseph A."
248089;"Mitchell, Julian (I)"
248099;"Mitchell, Keith (II)"
248124;"Mitchell, Margaret (I)"
248206;"Mitchell, Steve (V)"
248342;"Mitrevski, Darko"
248436;"Mitterrand, Frédéric"
248536;"Miyamoto, Yoshiko"
248583;"Miyazaki, Hayao"
248638;"Mizrahi, Moshé"
248788;"Mo, Yan"
248821;"Moberly-Holland, Sylvia"
248871;"Mock, Freida Lee"
249074;"Moffat, Ivan"
249543;"Moland, Hans Petter"
249734;"Molinari, Maria (II)"
249740;"Molinaro, Edouard"
249813;"Mollenhauer, Bernd"
249896;"Moloney, Jim"
250057;"Monash, Paul"
250081;"Moncada, Santiago"
250172;"Mones, Paul (I)"
250233;"Monger, Christopher"
250234;"Monger, Ivor"
250259;"Monicelli, Mario"
250337;"Monleón, Rafael"
250503;"Montagu, Ashley"
250536;"Montaldo, Giuliano"
250701;"Monteleone, Enzo"
250956;"Montgomery, Sam (I)"
251179;"Moody, Rick (I)"
251353;"Moore, Bob (I)"
251359;"Moore, Brian (III)"
251417;"Moore, Daniel (I)"
251576;"Moore, Kenny (I)"
251619;"Moore, Michael (II)"
251677;"Moore, Robin (I)"
251682;"Moore, Ronald D."
251717;"Moore, Simon (I)"
251749;"Moore, Thomas (VI)"
251776;"Moore, Tyler Wolfgang"
251920;"Mora, Philippe"
252155;"Moran, Jack (I)"
252242;"Moranis, Rick"
252271;"Moravia, Alberto"
252324;"Mordillat, Gérard"
252698;"Moretti, Nanni"
252714;"Moreu, Rafael"
252720;"Morey, Larry"
252779;"Morgan, Byron"
252830;"Morgan, Gabriel"
252835;"Morgan, Glen"
252942;"Morgan, Peter (I)"
253046;"Morgiève, Richard"
253242;"Morita, Roy"
253346;"Mornin, Daniel"
253447;"Morrell, David (I)"
253485;"Morris, Ben (II)"
253500;"Morris, Bruce (I)"
253551;"Morris, Errol"
253588;"Morris, James (IV)"
253622;"Morris, Judy (I)"
253755;"Morris, Willie (I)"
253885;"Morrison, Toni"
253914;"Morrissey, Paul (I)"
253935;"Morrow, Barry"
254018;"Morsella, Fulvio"
254106;"Mortimer, John (I)"
254184;"Morton, Philip (I)"
254257;"Moscati, Italo"
254316;"Mosenzon, Yigal"
254406;"Mosher, Bob (I)"
254501;"Mosley, Walter"
254544;"Moss, Frank L."
254661;"Mostow, Jonathan"
254813;"Mottola, Greg"
255060;"Moussy, Marcel"
255103;"Moverman, Oren"
255116;"Mowat, Farley"
255208;"Moyle, Allan"
255429;"Mudie, Doris"
255808;"Mulcahy, Terence"
255868;"Mulholland, Jim"
255880;"Mulisch, Harry"
255915;"Mullany, Mitch"
256059;"Mullin, Eugene"
256127;"Mulroney, Brian (II)"
256246;"Mundi, Robert"
256280;"Mungia, Lance"
256284;"Mungo, Carrie"
256416;"Munro, Rona"
256444;"Munson, Craig (I)"
256520;"Murai, Sadayuki"
256629;"Murata, Takeo"
256663;"Murch, Walter"
256739;"Murfin, Jane"
256841;"Murphey, Michael S."
256887;"Murphy, Charles Q."
256928;"Murphy, Dudley (I)"
256931;"Murphy, Eddie (I)"
257022;"Murphy, Kevin (II)"
257170;"Murphy, Tab"
257185;"Murphy, Warren"
257215;"Murray, Bill (I)"
257643;"Musker, John"
257826;"Mutrux, Floyd"
257896;"Muñiz, Ángel"
258036;"Mycroft, Walter C."
258131;"Myers, Michael Scott"
258133;"Myers, Mike (I)"
258153;"Myers, Scott (I)"
258173;"Myers, Zion"
258209;"Mylander, Maureen"
258271;"Myrick, Daniel"
258555;"Mérimée, Prosper"
258857;"Müller, Ray (III)"
259019;"Nabokov, Vladimir"
259114;"Nadeau, Gary (I)"
259238;"Nagahara, Shuichi"
259366;"Nagel, James (I)"
259482;"Naha, Ed"
259592;"Nair, Mira"
259789;"Nakamura, Itoko"
259857;"Nakano, Desmond"
259984;"Nalevansky, Steven"
260176;"Nankin, Michael"
260387;"Narcejac, Thomas"
260508;"Nas"
260555;"Nash, Alanna"
260605;"Nash, Ogden"
260673;"Nasr, Constantine (I)"
260779;"Natale, Roberto (I)"
260782;"Natali, Vincenzo"
260844;"Nathan, Mort"
260851;"Nathan, Robert (II)"
260874;"Nathanson, E.M."
260875;"Nathanson, Jeff"
260977;"Naughton, Edmund"
261047;"Nava, Gregory"
261467;"Neal, Lex"
261508;"Neame, Christopher (I)"
261511;"Neame, Ronald"
261816;"Negroponte, Michel"
261856;"Neiderman, Andrew (I)"
262087;"Nelson, Carl (II)"
262121;"Nelson, Don (II)"
262173;"Nelson, Jessie (I)"
262239;"Nelson, Michael J."
262577;"Nesheim, Berit"
262608;"Ness, Eliot (I)"
262735;"Neubach, Ernst"
262855;"Neumann, Kurt (I)"
262892;"Neumeier, Edward"
263096;"Newby, Chris"
263217;"Newman, Brenda (I)"
263231;"Newman, David (III)"
263276;"Newman, Leslie (I)"
263299;"Newman, Randy (I)"
263313;"Newman, Sydney"
263323;"Newman, Walter (I)"
263353;"Newsom, Ted"
263397;"Newton, Jeremiah"
263433;"Newton, Theodore (II)"
263538;"Ng, See-Yuen"
263566;"Ngangura, Mweze"
263569;"Ngema, Mbongeni"
263725;"Ni, Kuang"
263736;"Niami, Ramin"
263774;"Niccol, Andrew"
263796;"Nichetti, Maurizio"
263821;"Nicholas, Constantine"
263825;"Nicholas, Genevieve"
263827;"Nicholas, Gregor"
263866;"Nicholls, David (IV)"
