"movieid";"title";"year"
2160048;"Marty (1955)";"1955"
2160308;"Marvin's Room (1996)";"1996"
2160428;"Mary Poppins (1964)";"1964"
2160436;"Mary Reilly (1996)";"1996"
2160769;"Mascara (1999)";"1999"
2161122;"Mass Appeal (1984)";"1984"
2161144;"Mass Transit (1998)";"1998"
2161615;"Mat i syn (1997)";"1997"
2162013;"Matewan (1987)";"1987"
2162109;"Matilda (1996)";"1996"
2162762;"Maurice (1987)";"1987"
2162869;"Maverick (1994)";"1994"
2162994;"Max Dugan Returns (1983)";"1983"
2163340;"Maximum Overdrive (1986)";"1986"
2163370;"Maximum Risk (1996)";"1996"
2163581;"Maya Lin: A Strong Clear Vision (1994)";"1994"
2164115;"McCabe & Mrs. Miller (1971)";"1971"
2164174;"McHale's Navy (1997)";"1997"
2164328;"Me Myself I (1999)";"1999"
2164624;"Me, Myself & Irene (2000)";"2000"
2164939;"Meatballs (1979)";"1979"
2164942;"Meatballs 4 (1992)";"1992"
2164943;"Meatballs III: Summer Job (1986)";"1986"
2164944;"Meatballs Part II (1984)";"1984"
2165318;"Medicine Man (1992)";"1992"
2165411;"Mediterraneo (1991)";"1991"
2165624;"Meet Joe Black (1998)";"1998"
2165627;"Meet John Doe (1941)";"1941"
2165666;"Meet Me in St. Louis (1944)";"1944"
2165721;"Meet Wally Sparks (1997)";"1997"
2165765;"Meet the Deedles (1998)";"1998"
2165832;"Meet the Parents (2000)";"2000"
2166642;"Mein liebster Feind - Klaus Kinski (1999)";"1999"
2167372;"Melody Time (1948)";"1948"
2167489;"Melvin and Howard (1980)";"1980"
2168103;"Men Cry Bullets (1998)";"1998"
2168109;"Men Don't Leave (1990)";"1990"
2168207;"Men in Black (1997)";"1997"
2168282;"Men of Means (1999)";"1999"
2168361;"Men with Guns (1997/II)";"1997"
2168402;"Menace II Society (1993)";"1993"
2168965;"Mephisto (1981)";"1981"
2169199;"Mercury Rising (1998)";"1998"
2169865;"Message in a Bottle (1999)";"1999"
2169876;"Message to Love: The Isle of Wight Festival (1997)";"1997"
2170415;"Meteor (1979)";"1979"
2170555;"Metro (1997)";"1997"
2170610;"Metroland (1997)";"1997"
2170625;"Metropolis (1927)";"1927"
2170643;"Metropolitan (1990)";"1990"
2171511;"Mi vida loca (1993)";"1993"
2171589;"Mia aioniotita kai mia mera (1998)";"1998"
2171762;"Miami Rhapsody (1995)";"1995"
2171907;"Michael (1996)";"1996"
2171943;"Michael Collins (1996)";"1996"
2172334;"Mickey Blue Eyes (1999)";"1999"
2172541;"Microcosmos: Le peuple de l'herbe (1996)";"1996"
2172808;"Midnight Cowboy (1969)";"1969"
2172829;"Midnight Express (1978)";"1978"
2172947;"Midnight Run (1988)";"1988"
2173027;"Midnight in the Garden of Good and Evil (1997)";"1997"
2173296;"Mifunes sidste sang (1999)";"1999"
2173331;"Mighty Aphrodite (1995)";"1995"
2173343;"Mighty Joe Young (1949)";"1949"
2173344;"Mighty Joe Young (1998)";"1998"
2173361;"Mighty Morphin Power Rangers: The Movie (1995)";"1995"
2173730;"Mike's Murder (1984)";"1984"
2174014;"Mildred Pierce (1945)";"1945"
2174318;"Milk Money (1994)";"1994"
2174392;"Mille bolle blu (1993)";"1993"
2174453;"Miller's Crossing (1990)";"1990"
2174775;"Mimic (1997)";"1997"
2174948;"Mina Tannenbaum (1994)";"1994"
2175680;"Minnie and Moskowitz (1971)";"1971"
2176083;"Miracle on 34th Street (1947)";"1947"
2176086;"Miracle on 34th Street (1994)";"1994"
2176174;"Mirage (1995)";"1995"
2176789;"Misery (1990)";"1990"
2177244;"Miss Julie (1999)";"1999"
2177836;"Missing in Action (1984)";"1984"
2177839;"Missing in Action 2: The Beginning (1985)";"1985"
2177959;"Mission to Mars (2000)";"2000"
2177983;"Mission: Impossible (1996)";"1996"
2177992;"Mission: Impossible II (2000)";"2000"
2178276;"Mister Roberts (1955)";"1955"
2178807;"Mitt liv som hund (1985)";"1985"
2179017;"Mixed Nuts (1994)";"1994"
2179406;"Mo' Better Blues (1990)";"1990"
2179939;"Modern Times (1936)";"1936"
2180060;"Modulations (1998)";"1998"
2180670;"Moll Flanders (1996)";"1996"
2180698;"Molly (1999)";"1999"
2181096;"Mommie Dearest (1981)";"1981"
2181493;"Mona Lisa (1986)";"1986"
2181690;"Mondo (1995)";"1995"
2181898;"Money Talks (1997)";"1997"
2181907;"Money Train (1995)";"1995"
2182213;"Monkey Shines (1988)";"1988"
2182361;"Mononoke-hime (1997)";"1997"
2182564;"Monsieur Verdoux (1947)";"1947"
2183016;"Montana (1998)";"1998"
2183254;"Monty Python and the Holy Grail (1975)";"1975"
2183622;"Moonlight Murder (1936)";"1936"
2183643;"Moonlight and Valentino (1995)";"1995"
2183675;"Moonraker (1979)";"1979"
2183726;"Moonstruck (1987)";"1987"
2184999;"Mortal Kombat (1995)";"1995"
2185015;"Mortal Kombat: Annihilation (1997)";"1997"
2185038;"Mortal Thoughts (1991)";"1991"
2185582;"Mother (1910)";"1910"
2185767;"Mother Night (1996)";"1996"
2186706;"Mousehunt (1997)";"1997"
2187505;"Mr. & Mrs. Smith (1941)";"1941"
2187739;"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)";"1999"
2187886;"Mr. Holland's Opus (1995)";"1995"
2187957;"Mr. Jealousy (1997)";"1997"
2187965;"Mr. Jones (1993)";"1993"
2188028;"Mr. Magoo (1997)";"1997"
2188074;"Mr. Mom (1983)";"1983"
2188117;"Mr. Nice Guy (1987)";"1987"
2188295;"Mr. Saturday Night (1992)";"1992"
2188332;"Mr. Smith Goes to Washington (1939)";"1939"
2188440;"Mr. Wonderful (1993)";"1993"
2188458;"Mr. Wrong (1996)";"1996"
2188547;"Mrs Brown (1997)";"1997"
2188553;"Mrs Dalloway (1997)";"1997"
2188633;"Mrs. Doubtfire (1993)";"1993"
2188696;"Mrs. Miniver (1942)";"1942"
2188708;"Mrs. Parker and the Vicious Circle (1994)";"1994"
2188768;"Mrs. Winterbourne (1996)";"1996"
2188978;"Much Ado About Nothing (1993)";"1993"
2189533;"Mujeres al borde de un ataque de nervios (1988)";"1988"
2189721;"Mulan (1998)";"1998"
2189833;"Mulholland Falls (1996)";"1996"
2189969;"Multiplicity (1996)";"1996"
2190062;"Mumford (1999)";"1999"
2190354;"Muppet Treasure Island (1996)";"1996"
2190371;"Muppets from Space (1999)";"1999"
2190603;"Murder at 1600 (1997)";"1997"
2190734;"Murder in the First (1995)";"1995"
2190795;"Murder! (1930)";"1930"
2190803;"Murder, My Sweet (1944)";"1944"
2190900;"Muriel's Wedding (1994)";"1994"
2190982;"Murphy's Romance (1985)";"1985"
2191385;"Music from Another Room (1998)";"1998"
2191428;"Music of the Heart (1999)";"1999"
2191929;"Mute Witness (1994)";"1994"
2191997;"Mutiny on the Bounty (1935)";"1935"
2192642;"My Best Friend's Wedding (1997)";"1997"
2192654;"My Best Girl (1927)";"1927"
2192733;"My Blue Heaven (1929)";"1929"
2192747;"My Bodyguard (1980)";"1980"
2192782;"My Boyfriend's Back (1993)";"1993"
2192913;"My Chauffeur (1986)";"1986"
2192973;"My Cousin Vinny (1992)";"1992"
2193169;"My Dog Skip (2000)";"2000"
2193264;"My Fair Lady (1964)";"1964"
2193276;"My Family (1995)";"1995"
2193388;"My Favorite Martian (1999)";"1999"
2193407;"My Favorite Year (1982)";"1982"
2193422;"My Fellow Americans (1996)";"1996"
2193721;"My Giant (1998)";"1998"
2194143;"My Left Foot: The Story of Christy Brown (1989)";"1989"
2194153;"My Life (1993)";"1993"
2194168;"My Life So Far (1999)";"1999"
2194362;"My Man Godfrey (1936)";"1936"
2194363;"My Man Godfrey (1957)";"1957"
2194471;"My Mother's Courage (1995)";"1995"
2194580;"My Name Is Joe (1998)";"1998"
2194791;"My Own Private Idaho (1991)";"1991"
2195009;"My Science Project (1985)";"1985"
2195233;"My Son the Fanatic (1997)";"1997"
2195417;"My Tutor (1983)";"1983"
2196039;"Mystery Men (1999)";"1999"
2196060;"Mystery Science Theater 3000: The Movie (1996)";"1996"
2196068;"Mystery Train (1989)";"1989"
2196132;"Mystery, Alaska (1999)";"1999"
2196454;"Más que amor, frenesí (1996)";"1996"
2196886;"Mélodie en sous-sol (1963)";"1963"
2197021;"Métisse (1993)";"1993"
2197407;"N (2005)";"2005"
2199194;"Nadine (1987)";"1987"
2199218;"Nadja (1994)";"1994"
2199868;"Naked (1993)";"1993"
2199969;"Naked Gun 33 1/3: The Final Insult (1994)";"1994"
2200121;"Naked in New York (1993)";"1993"
2201125;"Napoleon and Samantha (1972)";"1972"
2201311;"Narayama bushiko (1958)";"1958"
2201727;"Nashville (1975)";"1975"
2202537;"Native Son (1986)";"1986"
2202732;"Natural Born Killers (1994)";"1994"
2202880;"Naturally Native (1998)";"1998"
2204067;"Near Dark (1987)";"1987"
2204532;"Needful Things (1993)";"1993"
2205117;"Nekromantik (1987)";"1987"
2205227;"Nell (1994)";"1994"
2205327;"Nelly & Monsieur Arnaud (1995)";"1995"
2206238;"Nettoyage à sec (1997)";"1997"
2206242;"Network (1976)";"1976"
2206516;"Never Been Kissed (1999)";"1999"
2206541;"Never Cry Wolf (1983)";"1983"
2206656;"Never Met Picasso (1996)";"1996"
2206740;"Never Talk to Strangers (1995)";"1995"
2207203;"New Jersey Drive (1995)";"1995"
2207291;"New Nightmare (1994)";"1994"
2207384;"New Rose Hotel (1998)";"1998"
2207638;"New York Cop (1991)";"1991"
2207954;"Newsies (1992)";"1992"
2208048;"Next Friday (2000)";"2000"
2208084;"Next Stop Wonderland (1998)";"1998"
2208430;"Niagara (1953)";"1953"
2208474;"Niagara, Niagara (1997)";"1997"
2208962;"Nick of Time (1995)";"1995"
2209075;"Nico Icon (1995)";"1995"
2209608;"Night Falls on Manhattan (1996)";"1996"
2209821;"Night Shift (1982)";"1982"
2209901;"Night Tide (1961)";"1961"
2210137;"Night of the Comet (1984)";"1984"
2210139;"Night of the Creeps (1986)";"1986"
2210196;"Night of the Living Dead (1968)";"1968"
2210254;"Night on Earth (1991)";"1991"
2210356;"Nighthawks (1981)";"1981"
2210519;"Nightmares (1983)";"1983"
2210617;"Nightwatch (1997)";"1997"
2210872;"Nikita (1990)";"1990"
2211077;"Nil by Mouth (1997)";"1997"
2211223;"Nina Takes a Lover (1994)";"1994"
2211282;"Nine 1/2 Weeks (1986)";"1986"
2211336;"Nine Months (1995)";"1995"
2211395;"Nineteen Eighty-Four (1984)";"1984"
2211751;"Ninotchka (1939)";"1939"
2212209;"Nixon (1995)";"1995"
2212660;"No Escape (1994)";"1994"
2212954;"No Looking Back (1998)";"1998"
2213122;"No Mercy (1986)";"1986"
2213622;"No Small Affair (1984)";"1984"
2213866;"No Way Out (1987)";"1987"
2214546;"Nobody's Fool (1994)";"1994"
2216031;"Normal Life (1996)";"1996"
2216145;"North (1994)";"1994"
2216176;"North Dallas Forty (1979)";"1979"
2216295;"North Star (1996)";"1996"
2216316;"North by Northwest (1959)";"1959"
2216640;"Nosferatu a Venezia (1988)";"1988"
2216642;"Nosferatu, eine Symphonie des Grauens (1922)";"1922"
2217530;"Nothing But Trouble (1991)";"1991"
2217636;"Nothing Personal (1995)";"1995"
2217693;"Nothing in Common (1986)";"1986"
2217717;"Nothing to Lose (1994)";"1994"
2217718;"Nothing to Lose (1995)";"1995"
2217782;"Notorious (1946)";"1946"
2217888;"Notting Hill (1999)";"1999"
2218486;"Now and Then (1995)";"1995"
2218524;"Nowhere (1997)";"1997"
2219070;"Nueba Yol (1995)";"1995"
2219442;"Number Seventeen (1932)";"1932"
2219779;"Nurse Betty (2000)";"2000"
2219992;"Nutty Professor II: The Klumps (2000)";"2000"
2220554;"Nénette et Boni (1996)";"1996"
2221102;"O Convento (1995)";"1995"
2222143;"O Que É Isso, Companheiro? (1997)";"1997"
2224890;"October Sky (1999)";"1999"
2225574;"Of Human Bondage (1934)";"1934"
2225605;"Of Love and Shadows (1994)";"1994"
2225624;"Of Mice and Men (1992)";"1992"
2226062;"Office Killer (1997)";"1997"
2226103;"Office Space (1999)";"1999"
2227800;"Okno v Parizh (1994)";"1994"
2228369;"Old Yeller (1957)";"1957"
2228704;"Oliver & Company (1988)";"1988"
2228754;"Oliver! (1968)";"1968"
2229516;"On Any Sunday (1971)";"1971"
2229633;"On Golden Pond (1981)";"1981"
2229656;"On Her Majesty's Secret Service (1969)";"1969"
2229787;"On Our Merry Way (1948)";"1948"
2230251;"On the Beach (1959)";"1959"
2230732;"On the Ropes (1999)";"1999"
2230871;"On the Town (1949)";"1949"
2230917;"On the Waterfront (1954)";"1954"
2231247;"Once Upon a Time in America (1984)";"1984"
2231307;"Once Upon a Time... When We Were Colored (1995)";"1995"
2231336;"Once Were Warriors (1994)";"1994"
2231697;"One Crazy Summer (1986)";"1986"
2231855;"One Eight Seven (1997)";"1997"
2231882;"One False Move (1992)";"1992"
2231896;"One Fine Day (1996)";"1996"
2231909;"One Flew Over the Cuckoo's Nest (1975)";"1975"
2232226;"One Little Indian (1973)";"1973"
2232255;"One Magic Christmas (1985)";"1985"
2232299;"One Man's Hero (1999)";"1999"
2232552;"One Night Stand (1997)";"1997"
2232980;"One Tough Cop (1998)";"1998"
2233001;"One True Thing (1998)";"1998"
2233552;"Onegin (1999)";"1999"
2233759;"Only Angels Have Wings (1939)";"1939"
2233885;"Only You (1994)";"1994"
2234951;"Open Season (1974)";"1974"
2235378;"Operation Dumbo Drop (1995)";"1995"
2235600;"Operazione paura (1966)";"1966"
2236433;"Ordinary People (1980)";"1980"
2236640;"Orgazmo (1997)";"1997"
2236888;"Original Gangstas (1996)";"1996"
2237013;"Orlando (1992)";"1992"
2237801;"Oscar and Lucinda (1997)";"1997"
2238427;"Otello (1986)";"1986"
2238465;"Othello (1909)";"1909"
2238483;"Othello (1995)";"1995"
2238595;"Other Voices, Other Rooms (1995)";"1995"
2239654;"Our Town (1940)";"1940"
2239941;"Out of Africa (1985)";"1985"
2240178;"Out of Sight (1998)";"1998"
2240406;"Out of the Past (1947)";"1947"
2240516;"Out to Sea (1997)";"1997"
2240566;"Outbreak (1995)";"1995"
2240849;"Outrageous Fortune (1987)";"1987"
2240934;"Outside Ozona (1998)";"1998"
2240936;"Outside Providence (1999)";"1999"
2241542;"Overnight Delivery (1998)";"1998"
2241805;"Oxygen (1999)";"1999"
2242954;"Pacific Heights (1990)";"1990"
2243968;"Pajama Party (1964)";"1964"
2244080;"Pal Joey (1957)";"1957"
2244271;"Pale Rider (1985)";"1985"
2244488;"Palmetto (1998)";"1998"
2244550;"Palookaville (1992)";"1992"
2245091;"Pandora and the Flying Dutchman (1951)";"1951"
2245138;"Pane e cioccolata (1974)";"1974"
2246004;"Panther (1916)";"1916"
2246169;"Pao Da Shuang Deng (1994)";"1994"
2246675;"Papillon (1973)";"1973"
2247345;"Paradise Lost: The Child Murders at Robin Hood Hills (1996)";"1996"
2247366;"Paradise Road (1997)";"1997"
2247594;"Parallel Sons (1995)";"1995"
2247913;"Parasite (1982)";"1982"
2248232;"Parenthood (1989)";"1989"
2248438;"Paris Is Burning (1990)";"1990"
2248473;"Paris Was a Woman (1996)";"1996"
2248574;"Paris, France (1993)";"1993"
2248580;"Paris, Texas (1984)";"1984"
2249442;"Party Girl (1995)";"1995"
2250014;"Pasqualino Settebellezze (1975)";"1975"
2250495;"Passion Fish (1992)";"1992"
2250593;"Passion in the Desert (1997)";"1997"
2250599;"Passion of Mind (2000)";"2000"
2251093;"Patch Adams (1998)";"1998"
2251197;"Pather Panchali (1955)";"1955"
2251241;"Paths of Glory (1957)";"1957"
2251547;"Patriot Games (1992)";"1992"
2251761;"Patton (1970)";"1970"
2251833;"Paul Bowles - Halbmond (1995)";"1995"
2252075;"Paulie (1998)";"1998"
2252158;"Paura nella città dei morti viventi (1980)";"1980"
2252485;"Payback (1990)";"1990"
2252917;"Peanuts - Die Bank zahlt alles (1996)";"1996"
2253153;"Pecker (1998)";"1998"
2253332;"Pee-wee's Big Adventure (1985)";"1985"
2253441;"Peeping Tom (1960)";"1960"
2253567;"Peggy Sue Got Married (1986)";"1986"
2254216;"Penitentiary (1979)";"1979"
2254219;"Penitentiary II (1982)";"1982"
2254327;"Penny Serenade (1941)";"1941"
2255035;"Per qualche dollaro in più (1965)";"1965"
2255064;"Per un pugno di dollari (1964)";"1964"
2255408;"Perfect Blue (1997)";"1997"
2256004;"Permanent Midnight (1998)";"1998"
2256605;"Persuasion (1995)";"1995"
2257031;"Pet Sematary (1989)";"1989"
2257033;"Pet Sematary II (1992)";"1992"
2257129;"Pete's Dragon (1977)";"1977"
2257265;"Peter Pan (1953)";"1953"
2257381;"Peter's Friends (1992)";"1992"
2257901;"Phantasm (1979)";"1979"
2257904;"Phantasm II (1988)";"1988"
2257905;"Phantasm III: Lord of the Dead (1994)";"1994"
2257906;"Phantasm IV: Oblivion (1998)";"1998"
2258068;"Phantoms (1998)";"1998"
2258079;"Pharaoh's Army (1995)";"1995"
2258163;"Phat Beach (1996)";"1996"
2258248;"Phenomenon (1996)";"1996"
2258328;"Philadelphia (1993)";"1993"
2258588;"Phoenix (1998)";"1998"
2258957;"Phörpa (1999)";"1999"
2258958;"Pi (1998)";"1998"
2259483;"Picnic (1955)";"1955"
2259508;"Picnic at Hanging Rock (1975)";"1975"
2259556;"Picture Bride (1994)";"1994"
2259586;"Picture Perfect (1997)";"1997"
2259786;"Pie in the Sky (1935)";"1935"
2261350;"Pink Flamingos (1972)";"1972"
2261353;"Pink Floyd The Wall (1982)";"1982"
2261598;"Pinocchio (1940)";"1940"
2261929;"Piranha (1978)";"1978"
2262428;"Pit and the Pendulum (1961)";"1961"
2262464;"Pitch Black (2000)";"2000"
2262957;"Places in the Heart (1984)";"1984"
2263106;"Plan 9 from Outer Space (1959)";"1959"
2263331;"Planet of the Apes (1968)";"1968"
2263670;"Platoon (1986)";"1986"
2263826;"Play It to the Bone (1999)";"1999"
2264538;"Playing God (1997)";"1997"
2264592;"Playing by Heart (1998)";"1998"
2264815;"Pleasantville (1998)";"1998"
2265148;"Plein soleil (1960)";"1960"
2265188;"Plenty (1985)";"1985"
2265452;"Plunkett & Macleane (1999)";"1999"
2265563;"Plutonium Circus (1995)";"1995"
2265771;"Pocahontas (1995)";"1995"
2266198;"Poetic Justice (1993)";"1993"
2266555;"Poison (1991)";"1991"
2266574;"Poison Ivy (1992)";"1992"
2266575;"Poison Ivy II (1996)";"1996"
2266691;"Pokemon: The First Movie - Mewtwo Strikes Back (1998)";"1998"
2266891;"Pokémon: The Movie 2000 (1999)";"1999"
2267111;"Police Academy (1984)";"1984"
2267114;"Police Academy 2: Their First Assignment (1985)";"1985"
2267116;"Police Academy 3: Back in Training (1986)";"1986"
2267118;"Police Academy 4: Citizens on Patrol (1987)";"1987"
2267120;"Police Academy 5: Assignment: Miami Beach (1988)";"1988"
2267121;"Police Academy 6: City Under Siege (1989)";"1989"
2267434;"Polish Wedding (1998)";"1998"
2267673;"Pollyanna (1960)";"1960"
2267777;"Poltergeist (1982)";"1982"
2267780;"Poltergeist II: The Other Side (1986)";"1986"
2267781;"Poltergeist III (1988)";"1988"
2268063;"Ponette (1996)";"1996"
2268776;"Popeye (1980)";"1980"
2269366;"Pork Chop Hill (1959)";"1959"
2269410;"Porky's (1982)";"1982"
2269426;"Porky's II: The Next Day (1983)";"1983"
2269444;"Porky's Revenge (1985)";"1985"
2270182;"Portraits chinois (1996)";"1996"
2270749;"Possession (1981)";"1981"
2271178;"Pot o' Gold (1941)";"1941"
2271822;"Powder (1995)";"1995"
2271870;"Power 98 (1996)";"1996"
2272308;"Practical Magic (1998)";"1998"
2272532;"Prancer (1989)";"1989"
2273044;"Predator (1987)";"1987"
2273048;"Predator 2 (1990)";"1990"
2273174;"Prefontaine (1997)";"1997"
2273896;"Prerokbe Ognja (1996)";"1996"
2274575;"Pretty Woman (1990)";"1990"
2274590;"Pretty in Pink (1986)";"1986"
2274790;"Price of Glory (2000)";"2000"
2274852;"Prick Up Your Ears (1987)";"1987"
2274949;"Priest (1994)";"1994"
2275139;"Primal Fear (1996)";"1996"
2275181;"Primary Colors (1998)";"1998"
2275543;"Prince Valiant (1997)";"1997"
2275635;"Prince of the City (1981)";"1981"
2275709;"Princess Caraboo (1994)";"1994"
2276353;"Private Benjamin (1980)";"1980"
2276841;"Private Parts (1997)";"1997"
2276914;"Private School (1983)";"1983"
2277269;"Priyatel pokoynika (1997)";"1997"
2277334;"Prizzi's Honor (1985)";"1985"
2277505;"Problem Child (1990)";"1990"
2277506;"Problem Child 2 (1991)";"1991"
2278340;"Project Moon Base (1953)";"1953"
2278576;"Prom Night (1980)";"1980"
2278585;"Prom Night IV: Deliver Us from Evil (1992)";"1992"
2279852;"Prêt-à-Porter (1994)";"1994"
2280097;"Psycho (1960)";"1960"
2280098;"Psycho (1998)";"1998"
2280101;"Psycho Beach Party (2000)";"2000"
2280125;"Psycho II (1983)";"1983"
2280126;"Psycho III (1986)";"1986"
2280376;"Public Access (1993)";"1993"
2280997;"Pulp Fiction (1994)";"1994"
2281105;"Pump Up the Volume (1990)";"1990"
2281160;"Pumpkinhead (1988)";"1988"
2281612;"Puppet Master (2010)";"2010"
2282360;"Pushing Tin (1999)";"1999"
2285092;"Quartier Mozart (1992)";"1992"
2285138;"Quatermass 2 (1957)";"1957"
2285139;"Quatermass and the Pit (1967)";"1967"
2285647;"Queens Logic (1991)";"1991"
2285997;"Quest for Camelot (1998)";"1998"
2286681;"Quiz Show (1994)";"1994"
2287637;"Race the Sun (1996)";"1996"
2288084;"Radio Days (1987)";"1987"
2288257;"Radioland Murders (1994)";"1994"
2288625;"Raging Bull (1980)";"1980"
2288828;"Raiders of the Lost Ark (1981)";"1981"
2288908;"Railroaded! (1947)";"1947"
2288969;"Rain (1932)";"1932"
2289039;"Rain Man (1988)";"1988"
2289215;"Raining Stones (1993)";"1993"
2289279;"Raise the Titanic (1980)";"1980"
2289300;"Raising Arizona (1987)";"1987"
2290129;"Rambo III (1988)";"1988"
2290136;"Rambo: First Blood Part II (1985)";"1985"
2290316;"Ran (1985)";"1985"
2290489;"Random Hearts (1999)";"1999"
2290562;"Rang-e khoda (1999)";"1999"
2290793;"Ransom (1996)";"1996"
2291501;"Ratchet (1996)";"1996"
2291903;"Ravenous (1999)";"1999"
2291994;"Raw Deal (1948)";"1948"
2292109;"Rawhead Rex (1986)";"1986"
2292470;"Re-Animator (1985)";"1985"
2292610;"Reach the Rock (1998)";"1998"
2292773;"Ready to Rumble (2000)";"2000"
2292920;"Real Genius (1985)";"1985"
2293200;"Reality Bites (1994)";"1994"
2293416;"Rear Window (1954)";"1954"
2293483;"Reazione a catena (1971)";"1971"
2293500;"Rebecca (1940)";"1940"
2293587;"Rebel Without a Cause (1955)";"1955"
2293915;"Reckless (1995)";"1995"
2294497;"Red Corner (1997)";"1997"
2294518;"Red Dawn (1984)";"1984"
2294990;"Red Rock West (1993)";"1993"
2295106;"Red Sonja (1985)";"1985"
2295575;"Reds (1981)";"1981"
2296145;"Regarde la mer (1997)";"1997"
2296438;"Regret to Inform (1998)";"1998"
2296667;"Reindeer Games (2000)";"2000"
2296892;"Rekopis znaleziony w Saragossie (1965)";"1965"
2296987;"Relative Fear (1994)";"1994"
2297049;"Relax... It's Just Sex (1998)";"1998"
2297404;"Remember the Titans (2000)";"2000"
2297836;"Renaissance Man (1994)";"1994"
2298189;"Rent-A-Cop (2012)";"2012"
2298460;"Repo Man (1984)";"1984"
2298603;"Repossessed (1990)";"1990"
2298717;"Repulsion (1965)";"1965"
2298804;"Requiem for a Dream (2000)";"2000"
2299047;"Reservoir Dogs (1992)";"1992"
2299492;"Restoration (1995)";"1995"
2299646;"Resurrection Man (1998)";"1998"
2299999;"Retroactive (1997)";"1997"
2300104;"Return from Witch Mountain (1978)";"1978"
2300162;"Return of the Fly (1959)";"1959"
2300333;"Return to Me (2000)";"2000"
2300351;"Return to Oz (1985)";"1985"
2300354;"Return to Paradise (1998)";"1998"
2300450;"Return with Honor (1998)";"1998"
2301689;"Rhyme & Reason (1997)";"1997"
2301991;"Rich and Strange (1931)";"1931"
2302051;"Richard III (1995)";"1995"
2302418;"Ride (1998)";"1998"
2302526;"Ride with the Devil (1999/I)";"1999"
2302661;"Ridicule (1996)";"1996"
2303621;"Ringmaster (1998)";"1998"
2303953;"Ripe (1996)";"1996"
2304264;"Rising Sun (1993)";"1993"
2304330;"Risky Business (1983)";"1983"
2305025;"Ri¢hie Ri¢h (1994)";"1994"
2305197;"Road Trip (2000)";"2000"
2305466;"Roadside Prophets (1992)";"1992"
2305587;"Rob Roy (1995)";"1995"
2305931;"Robin Hood (1973)";"1973"
2305974;"Robin Hood: Men in Tights (1993)";"1993"
2305976;"Robin Hood: Prince of Thieves (1991)";"1991"
2306194;"RoboCop (1987)";"1987"
2306197;"RoboCop 2 (1990)";"1990"
2306201;"RoboCop 3 (1993)";"1993"
2307015;"Rocket Man (2011)";"2011"
2307071;"Rocketship X-M (1950)";"1950"
2307228;"Rocky (1976)";"1976"
2307246;"Rocky II (1979)";"1979"
2307247;"Rocky III (1982)";"1982"
2307248;"Rocky IV (1985)";"1985"
2307289;"Rocky V (1990)";"1990"
2307534;"Roger & Me (1989)";"1989"
2307985;"Rollercoaster (1977)";"1977"
2308229;"Roman Holiday (1953)";"1953"
2308305;"Romance (1999)";"1999"
2308476;"Romancing the Stone (1984)";"1984"
2308720;"Romeo + Juliet (1996)";"1996"
2308725;"Romeo Is Bleeding (1993)";"1993"
2308730;"Romeo Must Die (2000)";"2000"
2308758;"Romeo and Juliet (1968)";"1968"
2308889;"Romper Stomper (1992)";"1992"
2308916;"Romy and Michele's High School Reunion (1997)";"1997"
2309076;"Ronin (1998)";"1998"
2309334;"Room at the Top (1959)";"1959"
2309427;"Roommates (1995)";"1995"
2309617;"Rope (1948)";"1948"
2310074;"Roseanna's Grave (1997)";"1997"
2310119;"Rosemary's Baby (1968)";"1968"
2310159;"Rosencrantz & Guildenstern Are Dead (1990)";"1990"
2310222;"Rosetta (1999)";"1999"
2310236;"Rosewood (1997)";"1997"
2310265;"Rosie (1998)";"1998"
2310722;"Rough Magic (1995)";"1995"
2310724;"Rough Night in Jericho (1967)";"1967"
2310851;"Roula (1995)";"1995"
2310980;"Rounders (1998)";"1998"
2311011;"Roustabout (1964)";"1964"
2311879;"Ruby in Paradise (1993)";"1993"
2311916;"Rude (1995)";"1995"
2312022;"Rudy (1993)";"1993"
2312345;"Rules of Engagement (2000)";"2000"
2312692;"Run Silent Run Deep (1958)";"1958"
2312819;"Runaway (1984)";"1984"
2312852;"Runaway Bride (1999)";"1999"
2312897;"Runaway Train (1985)";"1985"
2313047;"Running Free (1994)";"1994"
2313093;"Running Scared (1986)";"1986"
2313464;"Rush Hour (1998)";"1998"
2313519;"Rushmore (1998)";"1998"
2313912;"Ruthless People (1986)";"1986"
2314869;"S.F.W. (1994)";"1994"
2315269;"SLC Punk! (1998)";"1998"
2316009;"Sabotage (1936)";"1936"
2316029;"Saboteur (1942)";"1942"
2316046;"Sabrina (1954)";"1954"
2316049;"Sabrina (1995)";"1995"
2316115;"Sacco e Vanzetti (1971)";"1971"
2316742;"Safe (1995)";"1995"
2316800;"Safe Men (1998)";"1998"
2316801;"Safe Passage (1994)";"1994"
2318730;"Saludos Amigos (1942)";"1942"
2318736;"Salut cousin! (1996)";"1996"
2319753;"Samt el qusur (1994)";"1994"
2320925;"Sangre y arena (1989)";"1989"
2321221;"Sans toit ni loi (1985)";"1985"
2321373;"Santa Claus (1985)";"1985"
2321444;"Santa Fe Trail (1940)";"1940"
2321525;"Santa with Muscles (1996)";"1996"
2321649;"Santitos (1999)";"1999"
2322051;"Sarafina! (1992)";"1992"
2323351;"Saturn 3 (1980)";"1980"
