"movieid";"time";"addition";"time1"
2305025;"95";"";95
2305025;"Finland:90";"";90
2305197;"93";"";93
2305197;"USA:94";"(unrated version)";94
2305466;"UK:96";"";96
2305466;"USA:96";"";96
2305587;"139";"";139
2305931;"83";"";83
2305974;"104";"";104
2305976;"143";"";143
2305976;"USA:155";"(extended edition)";155
2306194;"102";"";102
2306194;"Finland:91";"(heavily cut)";91
2306194;"Germany:78";"(cut version)";78
2306194;"Norway:98";"(cut version)";98
2306194;"USA:103";"(unrated director's cut)";103
2306197;"Germany:82";"(FSK 16 version)";82
2306197;"USA:117";"";117
2306201;"104";"";104
2307015;"13";"";13
2307071;"77";"";77
2307228;"119";"";119
2307246;"119";"";119
2307247;"99";"";99
2307248;"91";"";91
2307289;"104";"";104
2307534;"91";"";91
2307985;"119";"";119
2308229;"118";"";118
2308229;"Portugal:117";"(cut version)";117
2308305;"84";"";84
2308305;"USA:99";"(unrated version)";99
2308476;"106";"";106
2308720;"120";"";120
2308725;"100";"";100
2308725;"Argentina:106";"";106
2308725;"Japan:110";"";110
2308725;"Spain:104";"";104
2308730;"115";"";115
2308758;"138";"";138
2308758;"UK:149";"(initial release)";149
2308889;"94";"";94
2308889;"South Korea:88";"";88
2308916;"92";"";92
2309076;"122";"";122
2309334;"Argentina:115";"";115
2309334;"USA:115";"";115
2309427;"108";"";108
2309617;"80";"";80
2310074;"98";"";98
2310119;"136";"";136
2310159;"117";"";117
2310222;"95";"";95
2310222;"Colombia:92";"";92
2310236;"140";"";140
2310265;"97";"";97
2310722;"Spain:100";"";100
2310722;"UK:104";"";104
2310722;"USA:104";"";104
2310724;"104";"";104
2310851;"97";"";97
2310980;"121";"";121
2311011;"101";"";101
2311879;"114";"";114
2311916;"89";"";89
2312022;"114";"";114
2312345;"128";"";128
2312692;"93";"";93
2312692;"Germany:88";"";88
2312819;"99";"";99
2312819;"Germany:100";"";100
2312852;"116";"";116
2312897;"111";"";111
2313047;"91";"";91
2313093;"107";"";107
2313464;"98";"";98
2313464;"Spain:93";"(DVD edition)";93
2313519;"93";"";93
2313912;"93";"";93
2314869;"96";"";96
2315269;"97";"";97
2315269;"Argentina:98";"(Mar del Plata Film Festival)";98
2316009;"76";"";76
2316009;"West Germany:90";"";90
2316029;"109";"(copyright length)";109
2316046;"113";"";113
2316049;"127";"";127
2316115;"120";"";120
2316742;"119";"";119
2316800;"88";"";88
2316801;"98";"";98
2318730;"USA:42";"(video release)";42
2318736;"France:98";"";98
2318736;"UK:97";"";97
2319753;"Argentina:120";"(Buenos Aires Festival Internacional de Cine Independiente)";120
2319753;"Canada:128";"";128
2319753;"France:127";"";127
2319753;"Japan:127";"";127
2319753;"Sweden:129";"";129
2319753;"USA:116";"";116
2320925;"113";"";113
2321221;"105";"";105
2321373;"107";"";107
2321444;"110";"";110
2321444;"West Germany:93";"(cut version)";93
2321525;"97";"";97
2321649;"Argentina:105";"";105
2322051;"117";"";117
2322051;"Argentina:115";"";115
2323351;"88";"";88
2324074;"93";"";93
2324123;"169";"";169
2324198;"103";"";103
2324198;"Argentina:104";"";104
2324383;"100";"";100
2325153;"88";"";88
2325529;"157";"";157
2325646;"101";"";101
2325897;"195";"";195
2325897;"Turkey:185";"(TV version)";185
2325936;"96";"";96
2325949;"127";"";127
2326309;"121";"";121
2327740;"111";"";111
2327740;"Germany:103";"";103
2327746;"120";"";120
2327747;"116";"";116
2327816;"108";"";108
2328405;"81";"";81
2328405;"Germany:78";"";78
2328488;"101";"";101
2328882;"127";"";127
2329335;"109";"";109
2329335;"Canada:93";"(Ontario)";93
2329715;"105";"";105
2330057;"86";"";86
2330470;"142";"";142
2330470;"USA:136";"";136
2332489;"127";"";127
2333344;"91";"";91
2333494;"136";"";136
2333527;"93";"";93
2333527;"Argentina:96";"";96
2333527;"France:108";"";108
2333527;"Spain:95";"";95
2334512;"95";"";95
2334625;"130";"";130
2334625;"Spain:113";"";113
2334876;"88";"";88
2335038;"123";"";123
2335264;"93";"";93
2335400;"56";"";56
2335431;"118";"";118
2335622;"136";"";136
2336864;"100";"";100
2337754;"93";"";93
2338199;"103";"";103
2338375;"108";"";108
2338484;"131";"";131
2338484;"Canada:115";"(Ontario)";115
2338685;"89";"";89
2338685;"France:98";"";98
2338707;"100";"";100
2338708;"99";"";99
2338711;"112";"";112
2338714;"104";"";104
2338941;"87";"";87
2338963;"123";"";123
2339096;"109";"";109
2339103;"119";"(cut version)";119
2339103;"136";"";136
2339111;"92";"";92
2339246;"109";"";109
2339347;"118";"";118
2339347;"West Germany:90";"(cut version)";90
2339477;"110";"";110
2339491;"97";"";97
2340287;"Argentina:104";"";104
2340287;"Canada:103";"";103
2340287;"USA:102";"";102
2341003;"95";"";95
2341046;"84";"";84
2341046;"USA:88";"(director's cut)";88
2341100;"100";"";100
2341160;"96";"";96
2341171;"99";"";99
2341509;"Argentina:100";"";100
2342997;"105";"";105
2344403;"109";"";109
2344403;"UK:99";"(DVD version)";99
2344403;"USA:103";"";103
2344573;"105";"";105
2344573;"Argentina:106";"";106
2344573;"USA:87";"";87
2344675;"187";"";187
2344675;"Argentina:190";"";190
2345354;"128";"";128
2345354;"USA:131";"(NC-17 version)";131
2345742;"100";"";100
2345742;"USA:89";"(1999)";89
2346707;"86";"";86
2346713;"100";"";100
2346713;"UK:128";"";128
2346939;"112";"";112
2346939;"Australia:110";"";110
2348226;"USA:101";"";101
2349123;"114";"";114
2349163;"85";"";85
2349163;"Argentina:90";"";90
2349269;"106";"";106
2349269;"Germany:101";"(TV version)";101
2349430;"94";"";94
2349784;"113";"";113
2350234;"103";"";103
2350339;"107";"";107
2350378;"99";"";99
2350992;"98";"";98
2350992;"Canada:94";"";94
2351245;"100";"";100
2351246;"107";"";107
2351693;"98";"";98
2351717;"112";"";112
2351845;"97";"";97
2351885;"62";"(TCM print)";62
2351904;"91";"";91
2351925;"93";"";93
2352948;"USA:100";"";100
2353641;"100";"";100
2353781;"78";"";78
2353895;"85";"";85
2353900;"90";"";90
2354011;"93";"";93
2354011;"Germany:87";"(TV version)";87
2354219;"88";"";88
2354219;"USA:84";"(DVD version)";84
2354226;"89";"";89
2354247;"147";"";147
2354271;"75";"";75
2354392;"105";"";105
2354392;"Turkey:93";"(TV version)";93
2354396;"88";"";88
2354438;"91";"";91
2354464;"105";"";105
2354674;"99";"";99
2354792;"135";"";135
2354792;"USA:148";"(director's cut)";148
2354959;"108";"";108
2355275;"75";"";75
2355275;"USA:90";"";90
2355276;"87";"";87
2355303;"91";"";91
2355303;"Argentina:92";"";92
2355555;"108";"";108
2355625;"108";"";108
2355625;"USA:110";"";110
2355661;"94";"";94
2355719;"77";"";77
2355904;"96";"";96
2356134;"121";"";121
2356224;"112";"";112
2356287;"89";"";89
2356460;"298";"(2 parts)";298
2356755;"98";"";98
2357080;"126";"";126
2357080;"Canada:118";"(Ontario)";118
2357240;"93";"";93
2357240;"Australia:90";"";90
2357424;"89";"";89
2357437;"127";"";127
2357543;"83";"";83
2357676;"96";"";96
2357807;"79";"";79
2357857;"93";"";93
2358317;"97";"";97
2358980;"101";"";101
2359014;"107";"";107
2359470;"112";"";112
2359470;"Japan:118";"(director's cut)";118
2359505;"101";"";101
2359625;"Ireland:9";"";9
2360108;"94";"";94
2360397;"167";"";167
2360397;"Italy:115";"(first release)";115
2360614;"UK:25";"";25
2360614;"USA:25";"";25
2360660;"95";"";95
2360675;"120";"";120
2360702;"112";"";112
2360833;"90";"";90
2360833;"Argentina:96";"";96
2360852;"102";"";102
2360910;"96";"";96
2360973;"106";"";106
2361193;"95";"";95
2361211;"112";"";112
2361281;"93";"";93
2361281;"USA:89";"(2005 DVD release)";89
2361284;"106";"";106
2361450;"103";"";103
2361456;"Brazil:94";"";94
2361575;"114";"";114
2361748;"95";"";95
2361778;"80";"";80
2361784;"100";"";100
2361785;"99";"";99
2362113;"80";"";80
2362207;"94";"";94
2362428;"87";"";87
2363015;"150";"";150
2363015;"Canada:157";"(Ontario)";157
2363269;"74";"";74
2363269;"UK:86";"";86
2363270;"80";"";80
2363738;"115";"";115
2363738;"Argentina:115";"";115
2363756;"104";"";104
2364254;"91";"";91
2364254;"Argentina:92";"";92
2364486;"157";"";157
2364486;"171";"(roadshow version)";171
2364498;"81";"";81
2364887;"141";"";141
2364949;"97";"";97
2365078;"130";"";130
2365142;"88";"";88
2365297;"96";"";96
2365518;"USA:91";"";91
2365633;"100";"";100
2365831;"84";"";84
2365831;"Canada:110";"(Ontario)";110
2365844;"184";"(premiere version)";184
2365844;"184";"(theatrical version)";184
2365844;"Sweden:187";"(1968 re-release)";187
2365844;"USA:161";"(1967 re-release)";161
2365844;"USA:197";"(1991 restored version)";197
2365920;"96";"";96
2365920;"USA:98";"(director's cut)";98
2366246;"108";"";108
2366248;"93";"";93
2366248;"Spain:89";"";89
2366368;"99";"";99
2366403;"116";"";116
2366408;"121";"";121
2366649;"111";"";111
2366649;"Canada:95";"(Ontario)";95
2366980;"134";"";134
2367023;"93";"";93
2367832;"111";"";111
2367921;"93";"";93
2367930;"124";"";124
2369177;"105";"";105
2369317;"81";"";81
2369519;"102";"";102
2369623;"79";"";79
2370089;"110";"";110
2370089;"Canada:108";"(Ontario)";108
2370348;"100";"";100
2370423;"91";"";91
2370472;"110";"";110
2370704;"120";"";120
2370704;"Germany:116";"";116
2370742;"134";"";134
2370742;"Argentina:135";"";135
2370772;"155";"(2002 DVD)";155
2370772;"163";"";163
2371045;"57";"";57
2371052;"89";"";89
2371246;"104";"";104
2371502;"101";"";101
2371509;"86";"";86
2371602;"105";"";105
2371603;"119";"";119
2371610;"107";"";107
2371611;"110";"(theatrical version)";110
2371611;"113";"";113
2371648;"111";"";111
2371651;"118";"";118
2371654;"103";"";103
2371692;"132";"";132
2371692;"USA:136";"(director's cut)";136
2371692;"USA:143";"(TV version)";143
2371705;"113";"";113
2371705;"USA:116";"(director's cut)";116
2371726;"121";"";121
2371726;"125";"(special edition)";125
2371778;"136";"";136
2371786;"124";"";124
2371786;"USA:127";"(special edition)";127
2371787;"134";"";134
2371787;"135";"(special edition)";135
2372012;"89";"";89
2372068;"121";"";121
2372068;"USA:128";"(special edition)";128
2372068;"USA:130";"(director's cut)";130
2372234;"115";"";115
2372328;"94";"";94
2372407;"129";"";129
2373106;"88";"";88
2373212;"UK:113";"";113
2373212;"USA:135";"";135
2373221;"107";"";107
2373221;"Spain:106";"";106
2373241;"118";"";118
2373256;"98";"";98
2373364;"8";"";8
2373434;"97";"";97
2373470;"117";"";117
2373470;"Spain:119";"";119
2373573;"84";"(dvd version)";84
2373573;"92";"";92
2373941;"124";"";124
2374542;"Spain:99";"";99
2374542;"UK:94";"";94
2374542;"USA:94";"";94
2374584;"103";"";103
2374677;"109";"";109
2374686;"95";"";95
2374686;"Argentina:100";"";100
2375093;"99";"";99
2375659;"99";"";99
2375659;"USA:94";"(DVD)";94
2375749;"100";"(VHS)";100
2375749;"88";"";88
2375846;"87";"";87
2375950;"77";"";77
2376295;"108";"";108
2376870;"145";"";145
2377049;"85";"";85
2377049;"Argentina:92";"";92
2377127;"89";"";89
2377173;"94";"";94
2377282;"101";"";101
2377282;"103";"(preview version)";103
2377282;"Portugal:96";"(cut version)";96
2377282;"West Germany:92";"";92
2377877;"102";"";102
2378398;"94";"";94
2378535;"97";"";97
2378594;"102";"";102
2378750;"106";"";106
2378750;"Spain:117";"(extended version)";117
2378750;"USA:126";"(extended version)";126
2378853;"115";"";115
2378853;"USA:117";"(unrated version)";117
2379184;"84";"";84
2379184;"Spain:81";"(DVD edition)";81
2379192;"Brazil:96";"";96
2379192;"USA:95";"";95
2380109;"121";"";121
2380932;"111";"";111
2380949;"Australia:80";"";80
2380982;"114";"";114
2381332;"92";"";92
2381332;"Argentina:92";"(Mar del Plata Film Festival)";92
2381528;"106";"";106
2381959;"90";"";90
2381959;"West Germany:85";"(TV premiere)";85
2382368;"142";"";142
2382687;"123";"";123
2382687;"147";"(director's cut)";147
2383252;"110";"";110
2383252;"Argentina:115";"";115
2383252;"West Germany:104";"(cut version)";104
2383280;"99";"";99
2383305;"90";"";90
2383350;"181";"";181
2383956;"104";"";104
2383956;"Italy:96";"";96
2384304;"19";"";19
2384418;"124";"(international version)";124
2384418;"Germany:89";"(Video Version)";89
2384418;"USA:105";"(theatrical version)";105
2384418;"USA:138";"(director's cut)";138
2384418;"USA:150";"(original cut)";150
2384520;"143";"";143
2384520;"USA:127";"(1980 video release)";127
2384520;"USA:151";"(2000 restoration)";151
2384532;"127";"";127
2384532;"USA:116";"(Richard Donner Cut)";116
2384535;"125";"";125
2384536;"90";"(theatrical version)";90
2384536;"Finland:93";"(1987)";93
2384536;"USA:134";"(original cut)";134
2384735;"81";"";81
2385207;"UK:80";"(DVD)";80
2385207;"UK:85";"(Director's Cut DVD)";85
2385207;"USA:83";"";83
2385744;"125";"";125
2385772;"96";"";96
2386139;"99";"";99
2386293;"96";"";96
2387087;"91";"";91
2387087;"Australia:89";"(DVD version)";89
2387087;"USA:93";"(DVD version)";93
2387903;"89";"";89
2388125;"95";"";95
2388316;"115";"";115
2388445;"101";"";101
2388540;"112";"";112
2388613;"96";"";96
2388702;"126";"";126
2388790;"118";"";118
2388990;"102";"";102
2388990;"USA:101";"";101
2389414;"85";"";85
2390303;"103";"";103
2390631;"92";"";92
2390996;"96";"";96
2391515;"95";"";95
2392001;"96";"";96
2392533;"108";"";108
2393241;"85";"";85
2393853;"92";"";92
2393856;"93";"";93
2393876;"98";"";98
2393957;"89";"";89
2394155;"96";"";96
2394206;"87";"";87
2394293;"98";"";98
2394728;"114";"";114
2395044;"115";"";115
2395044;"Argentina:126";"";126
2395255;"104";"";104
2395942;"100";"";100
2395953;"80";"";80
2396028;"UK:100";"";100
2396028;"USA:122";"";122
2396330;"88";"";88
2396366;"Australia:80";"";80
2396366;"Spain:90";"";90
2396366;"USA:83";"";83
2396390;"200";"(12 episodes)";200
2396390;"UK:86";"(feature)";86
2396390;"USA:61";"(feature)";61
2397128;"113";"";113
2397128;"Spain:110";"(cut version)";110
2397272;"101";"";101
2397663;"117";"";117
2397781;"96";"";96
2398900;"93";"";93
2398907;"88";"";88
2398908;"96";"";96
2400037;"101";"";101
2400056;"94";"";94
2400921;"100";"";100
2400921;"92";"(TCM print)";92
2401353;"84";"";84
2401441;"115";"";115
2401724;"102";"";102
2401724;"Germany:97";"(TV version)";97
2401750;"137";"";137
2401750;"USA:152";"(special edition)";152
2401750;"USA:154";"(extended special edition)";154
2401814;"132";"";132
2402234;"80";"";80
2402234;"USA:81";"(DVD version)";81
2402490;"118";"(1998 alternate version)";118
2402490;"137";"(18.7 fps)";137
2402836;"83";"";83
2402836;"Argentina:83";"(Mar del Plata Film Festival)";83
2402907;"103";"";103
2403659;"112";"";112
2403807;"105";"";105
2403883;"108";"";108
2403883;"USA:149";"(Director's cut)";149
2404002;"102";"";102
2404248;"101";"";101
2404464;"102";"";102
2404844;"93";"";93
2405097;"86";"";86
2405559;"88";"";88
2405780;"91";"";91
2405780;"USA:85";"";85
2405818;"92";"";92
2405835;"139";"(original version)";139
2405835;"171";"(special edition)";171
2405972;"111";"";111
2406080;"99";"";99
2406092;"82";"";82
2406259;"103";"";103
2406308;"73";"";73
2406308;"Argentina:89";"";89
2406458;"Argentina:92";"";92
2406458;"France:92";"";92
2406458;"Germany:94";"";94
2406458;"Spain:90";"(DVD edition)";90
2406458;"USA:96";"";96
2406464;"104";"";104
2406475;"102";"";102
2406479;"92";"";92
2406492;"99";"";99
2406749;"105";"";105
2406808;"139";"";139
2406910;"107";"";107
2407102;"83";"";83
2407115;"108";"";108
2407308;"Germany:84";"";84
2407308;"UK:81";"";81
2407502;"114";"";114
2407577;"117";"";117
2408078;"125";"";125
2408096;"62";"";62
2408133;"134";"";134
2408166;"100";"";100
2408167;"88";"";88
2408389;"78";"";78
2408482;"115";"";115
2408762;"117";"";117
2408762;"Germany:116";"(cut version)";116
2408977;"112";"";112
2409051;"Canada:119";"(Ontario)";119
2409051;"Spain:111";"";111
2409051;"USA:115";"";115
2409070;"114";"";114
2409105;"109";"";109
2409402;"89";"";89
2409655;"84";"";84
2409655;"Australia:89";"";89
2409708;"94";"";94
2409717;"90";"";90
2409764;"101";"";101
2409949;"129";"";129
2410182;"112";"";112
2410273;"112";"(Turner library print) (copyright length)";112
2410338;"72";"";72
2410484;"96";"";96
2410667;"102";"";102
2410686;"80";"";80
2410691;"83";"";83
2410916;"84";"";84
2410977;"Germany:8";"";8
2411034;"99";"";99
2411215;"105";"";105
2411361;"112";"";112
2411492;"114";"";114
2411558;"68";"(DVD)";68
2411558;"92";"";92
2411762;"120";"";120
2411839;"172";"";172
2412295;"92";"";92
2412397;"USA:17";"(approx.)";17
2412502;"105";"";105
2412514;"USA:84";"";84
2412518;"165";"";165
2412620;"100";"";100
2412638;"91";"";91
2412676;"90";"";90
2412686;"117";"";117
2412740;"91";"";91
2412859;"114";"";114
2412859;"116";"(pre-release version)";116
2412879;"98";"";98
2412918;"86";"";86
2412945;"89";"";89
2413158;"117";"";117
2413168;"119";"";119
2413457;"80";"";80
2413536;"98";"";98
2413799;"81";"";81
2413948;"86";"";86
2413948;"USA:82";"";82
2414050;"USA:85";"";85
2414153;"104";"";104
2414225;"133";"";133
2414225;"USA:148";"(extended version)";148
2414400;"77";"";77
2414419;"129";"";129
2414571;"118";"";118
2414595;"125";"";125
2414767;"108";"";108
2414767;"South Korea:102";"(cut)";102
2414877;"89";"";89
2415240;"114";"";114
2415240;"UK:107";"";107
2415427;"125";"";125
2415427;"West Germany:100";"";100
2415482;"90";"";90
2415512;"82";"(uncut version)";82
2415512;"USA:70";"(TCM print)";70
2415560;"89";"";89
2415703;"97";"";97
2415723;"86";"";86
2415946;"115";"";115
2415964;"161";"";161
2415971;"135";"";135
2416139;"100";"(TCM print)";100
2416189;"90";"";90
2416319;"108";"";108
2416319;"Australia:106";"";106
2416380;"98";"";98
2416410;"97";"";97
2416504;"114";"";114
2416982;"30";"";30
2417002;"107";"";107
2417002;"Germany:98";"";98
2417211;"111";"";111
2417216;"96";"";96
2417640;"110";"";110
2418230;"91";"";91
2418253;"85";"";85
2418326;"104";"";104
2418525;"107";"";107
2418525;"Germany:109";"(director's cut)";109
2418557;"102";"";102
2418562;"105";"";105
2418562;"USA:101";"";101
2418704;"113";"";113
2418726;"121";"";121
2419706;"126";"";126
2419797;"71";"";71
2419930;"Norway:75";"";75
2419930;"USA:76";"";76
2419930;"USA:78";"(uncut version)";78
2419964;"98";"";98
2419964;"West Germany:93";"";93
2420111;"119";"";119
2420229;"Japan:93";"";93
2420229;"USA:90";"";90
2420761;"154";"";154
2420795;"119";"";119
2421052;"118";"";118
2421210;"91";"";91
2421254;"113";"";113
2421254;"132";"(TV version)";132
2421550;"126";"";126
2421643;"113";"";113
2421720;"124";"";124
2421720;"USA:98";"(R-rated version)";98
2421914;"110";"";110
2422396;"102";"";102
2422513;"101";"";101
2422712;"88";"";88
2422818;"105";"";105
2422979;"111";"";111
2422996;"102";"";102
2422996;"Australia:97";"";97
2422996;"Germany:98";"(cut version)";98
2423002;"84";"";84
2423004;"102";"";102
2423044;"124";"";124
2423061;"81";"";81
2423061;"Argentina:92";"";92
2423072;"76";"";76
2423104;"89";"";89
2423139;"112";"";112
2423315;"97";"";97
2423437;"82";"";82
2423437;"Japan:83";"";83
2423557;"101";"";101
2424023;"93";"";93
2424038;"122";"";122
2424563;"92";"";92
2424563;"Germany:85";"";85
2424628;"87";"";87
2424628;"Germany:81";"(TV version)";81
2424777;"103";"";103
2425159;"100";"";100
2425160;"93";"";93
2425205;"106";"";106
2425222;"182";"";182
2425640;"94";"";94
2425835;"Spain:96";"";96
2425835;"USA:95";"";95
2425880;"96";"";96
2425936;"144";"";144
2425936;"Turkey:136";"(TV version)";136
2425966;"130";"";130
2426074;"107";"";107
2426553;"150";"";150
2426757;"112";"";112
2427282;"83";"";83
2427282;"USA:75";"(R-rated version)";75
2427355;"140";"";140
2427591;"108";"";108
2428475;"117";"";117
2428555;"Argentina:116";"";116
2428555;"USA:112";"";112
2428578;"100";"";100
2428775;"124";"";124
2428934;"114";"";114
2429043;"118";"";118
2429253;"122";"";122
2429270;"105";"";105
2429271;"102";"";102
2429381;"95";"";95
2429382;"109";"";109
2429495;"162";"";162
2429506;"99";"";99
2429962;"129";"";129
2430234;"122";"";122
2430234;"132";"(director's cut)";132
2430236;"110";"";110
2430482;"79";"";79
2430658;"114";"";114
2430658;"Australia:110";"";110
2430810;"104";"";104
2430959;"131";"";131
2431294;"116";"";116
2431294;"Finland:112";"";112
2431294;"Spain:114";"";114
2431451;"Portugal:94";"";94
2431451;"UK:100";"";100
2431451;"UK:112";"(theatrical version) (2012)";112
2431451;"USA:129";"";129
2431691;"97";"";97
2431715;"88";"(DVD version)";88
2431715;"98";"";98
2432016;"100";"";100
2432016;"Norway:101";"";101
2432016;"Spain:95";"(DVD edition)";95
2432049;"126";"";126
2432285;"100";"";100
2432392;"108";"";108
2432424;"108";"";108
2432757;"154";"";154
2433039;"103";"";103
2433086;"137";"";137
2433193;"Argentina:106";"";106
2433193;"USA:106";"";106
2433314;"100";"";100
2433445;"91";"";91
2433450;"90";"";90
2433612;"94";"";94
2433613;"96";"";96
2433626;"105";"";105
2433700;"69";"";69
2433734;"89";"";89
2434036;"89";"";89
2434036;"Australia:92";"";92
2434412;"83";"";83
2434561;"104";"";104
2434664;"110";"";110
2434664;"USA:123";"(director's cut)";123
2434795;"130";"";130
2434818;"91";"";91
2434846;"99";"";99
2434873;"96";"";96
2434873;"Belgium:80";"(video version)";80
2434873;"Sweden:90";"(cut)";90
2434963;"118";"";118
2435197;"129";"";129
2435394;"Spain:96";"";96
2435394;"USA:100";"";100
2435509;"85";"";85
2435520;"90";"";90
2435520;"Canada:93";"";93
2435620;"97";"";97
2435625;"107";"";107
2435697;"124";"";124
2435713;"116";"";116
2435881;"115";"";115
2435881;"Australia:116";"(uncut version)";116
2435972;"104";"";104
2435974;"109";"";109
2435997;"67";"";67
2436084;"74";"";74
2436288;"114";"";114
2437007;"Germany:110";"";110
2437007;"USA:110";"";110
2437039;"109";"";109
2437062;"91";"";91
2437170;"84";"";84
2437277;"175";"";175
2437299;"200";"";200
2437300;"162";"";162
2437300;"USA:169";"(video version)";169
2437320;"109";"";109
2437321;"98";"";98
2437383;"95";"(24 fps) (original version: Los Angeles, California, 1925)";95
2437383;"USA:72";"(1942 re-release)";72
2437383;"USA:81";"(24 fps) (edited version: New York release, 1925)";81
2437434;"130";"";130
2437452;"94";"";94
2437630;"USA:105";"";105
2437728;"138";"";138
2437803;"Argentina:104";"";104
2437803;"Brazil:104";"";104
2437803;"USA:103";"";103
2437961;"111";"";111
2437988;"114";"";114
2438101;"115";"";115
2438147;"106";"";106
2438272;"129";"";129
2438272;"West Germany:108";"(cut version)";108
2438279;"107";"";107
2438541;"125";"";125
2438568;"172";"";172
2438716;"85";"";85
2438760;"74";"";74
2438765;"95";"";95
2438827;"160";"";160
2438827;"Spain:146";"(DVD edition)";146
2438866;"115";"";115
2438986;"91";"";91
2439001;"176";"";176
2439001;"USA:185";"(roadshow version)";185
2439001;"West Germany:110";"";110
2439154;"152";"";152
2439306;"189";"";189
2439451;"110";"";110
2439616;"92";"";92
2439616;"Argentina:98";"";98
2439860;"158";"";158
2439860;"Sweden:156";"";156
2440155;"110";"";110
2440247;"91";"";91
2440300;"141";"";141
2440300;"Sweden:118";"";118
2440300;"USA:159";"(re-release)";159
2440300;"USA:164";"(original version)";164
2440730;"112";"(DVD version)";112
2440730;"89";"";89
2440732;"112";"";112
2440733;"113";"";113
2440733;"Switzerland:112";"";112
2441467;"114";"";114
2441476;"96";"";96
2441559;"74";"";74
2441791;"88";"";88
2441957;"71";"";71
2442181;"91";"";91
2442666;"170";"";170
2442759;"130";"";130
2442836;"UK:112";"";112
2442836;"USA:102";"";102
2443071;"85";"";85
2443099;"140";"";140
2443099;"Germany:141";"";141
2443099;"Spain:146";"";146
2443201;"91";"";91
2443214;"111";"";111
2443380;"91";"";91
2443380;"Denmark:87";"";87
2443403;"97";"";97
2443509;"134";"";134
2443522;"106";"";106
2443522;"USA:111";"";111
2443624;"146";"";146
2443655;"134";"";134
2443779;"112";"";112
2443864;"117";"";117
2443864;"119";"(TCM print)";119
2444103;"101";"";101
2444128;"105";"";105
2444223;"80";"";80
2444273;"94";"";94
2444351;"96";"";96
2444539;"110";"";110
2444638;"110";"";110
2444642;"100";"";100
2444704;"157";"";157
2444722;"102";"";102
2445189;"71";"";71
2445248;"109";"";109
2445287;"86";"";86
2445390;"96";"";96
2445390;"USA:99";"(director's cut)";99
2445527;"124";"";124
2445594;"81";"";81
2445757;"94";"";94
2445763;"Argentina:82";"";82
2445763;"USA:82";"";82
2445832;"106";"";106
2445853;"91";"";91
2446143;"91";"";91
2446151;"101";"";101
2446203;"139";"";139
2446368;"78";"";78
2446369;"111";"";111
2446421;"118";"";118
2446494;"126";"";126
2446501;"113";"";113
2446644;"83";"";83
2446778;"50";"(1971 edit with new Chaplin score)";50
2446778;"68";"";68
2446778;"Germany:54";"";54
2446782;"104";"";104
2446984;"69";"";69
2447022;"85";"";85
2447027;"141";"";141
2447082;"138";"";138
2447114;"91";"";91
2447163;"133";"";133
2447164;"87";"";87
2447248;"103";"";103
2447823;"94";"";94
2447864;"96";"";96
2448078;"111";"";111
2448577;"87";"";87
2448585;"113";"";113
2448629;"104";"";104
2448671;"163";"";163
2448671;"219";"(television version)";219
2448908;"85";"";85
2449148;"118";"";118
2449148;"127";"(director's cut)";127
2449330;"103";"";103
2449498;"164";"";164
2449525;"92";"";92
2449530;"116";"";116
2449729;"Argentina:102";"";102
2449729;"Spain:102";"";102
2449729;"UK:104";"";104
2449747;"112";"";112
2449747;"USA:117";"(director's cut)";117
2450038;"107";"";107
2450038;"USA:140";"(director's cut)";140
2450051;"94";"";94
2450102;"100";"";100
2450102;"Germany:95";"(TV version)";95
2450394;"67";"";67
2450589;"USA:87";"";87
2450945;"90";"";90
2451008;"116";"";116
2451328;"89";"";89
2451386;"USA:86";"";86
2451456;"89";"";89
2451832;"83";"";83
2451897;"93";"(TCM print)";93
2451910;"82";"";82
2451959;"72";"";72
2452304;"124";"";124
2452580;"112";"";112
2452617;"121";"";121
2452719;"97";"";97
2452768;"178";"";178
2452910;"132";"";132
2452938;"86";"";86
2452983;"106";"";106
2453256;"102";"";102
2453314;"101";"";101
2453333;"129";"";129
2453494;"88";"";88
2453747;"99";"";99
2453777;"UK:96";"";96
2454098;"18";"";18
2454234;"107";"";107
2454636;"128";"";128
2455724;"100";"";100
2456019;"94";"";94
2456020;"75";"";75
2456021;"120";"";120
2456181;"129";"";129
2456218;"115";"";115
2456265;"103";"";103
2456292;"104";"";104
2456555;"91";"";91
2456557;"93";"";93
2456585;"119";"";119
2456586;"125";"";125
2456637;"126";"";126
2456741;"100";"(restored version) (20 fps)";100
2456741;"110";"";110
2456741;"Portugal:110";"(20 fps)";110
2456741;"UK:101";"(theatrical version) (2012)";101
2456944;"94";"";94
2456944;"Portugal:90";"(censored version)";90
2457168;"101";"";101
2457188;"136";"";136
2457234;"89";"";89
2457384;"95";"";95
2457395;"97";"";97
2457441;"88";"";88
2457441;"Argentina:90";"";90
2457464;"136";"";136
2458438;"100";"";100
2458457;"100";"";100
2458457;"Poland:99";"";99
2458634;"89";"";89
2458858;"111";"";111
2458984;"126";"";126
2458984;"Poland:122";"(DVD)";122
2459227;"125";"";125
2459369;"92";"";92
2459443;"77";"";77
2459538;"91";"";91
2459856;"103";"";103
2459965;"117";"";117
2460167;"Spain:57";"";57
2460167;"USA:57";"";57
2460382;"73";"";73
2460383;"USA:88";"";88
2460384;"125";"";125
2460384;"UK:115";"(cut)";115
